mag,mapped_reads,mag_length,total_decon_sample_reads,sample_id,rpkm
samp_2059,52691,3786874,36726534,samp_1483,3.788572837768597e-4
samp_2073,2607,4337595,36726534,samp_1483,1.6364852189219027e-5
samp_3937,28618,4108029,36726534,samp_1483,1.8968187502883073e-4
samp_4305,31212,3905470,36726534,samp_1483,2.176047382027809e-4
samp_4344,21988,4351921,36726534,samp_1483,1.375703305251419e-4
samp_4380,24993,4773271,36726534,samp_1483,1.425680970251426e-4
samp_468,19932,4238051,36726534,samp_1483,1.2805742223699347e-4
samp_471,2319,4577490,36726534,samp_1483,1.379410094736861e-5
samp_477,5573,4344744,36726534,samp_1483,3.49256828827221e-5
samp_481,4293,3602070,36726534,samp_1483,3.245105314168054e-5
samp_507,27651,3568765,36726534,samp_1483,2.109662322622335e-4
samp_2059,7517,3786874,52682466,samp_1484,3.767884656159339e-5
samp_2073,360,4337595,52682466,samp_1484,1.5753875376888273e-6
samp_3937,785,4108029,52682466,samp_1484,3.627187953581588e-6
samp_4305,143,3905470,52682466,samp_1484,6.950189337258708e-7
samp_4344,733,4351921,52682466,samp_1484,3.1971048258502283e-6
samp_4380,628,4773271,52682466,samp_1484,2.497338751856128e-6
samp_468,86,4238051,52682466,samp_1484,3.851821713713828e-7
samp_471,356,4577490,52682466,samp_1484,1.4762384006231989e-6
samp_477,959,4344744,52682466,samp_1484,4.189752024497986e-6
samp_481,1681,3602070,52682466,samp_1484,8.858281343240015e-6
samp_507,878,3568765,52682466,samp_1484,4.669931060451913e-6
samp_2059,7749,3786874,55187520,samp_1485,3.70786511896293e-5
samp_2073,445,4337595,55187520,samp_1485,1.858960376974034e-6
samp_3937,1713,4108029,55187520,samp_1485,7.555844019189077e-6
samp_4305,567,3905470,55187520,samp_1485,2.6306851574419593e-6
samp_4344,1085,4351921,55187520,samp_1485,4.517600853906437e-6
samp_4380,1054,4773271,55187520,samp_1485,4.0011390145244455e-6
samp_468,391,4238051,55187520,samp_1485,1.6717437201103445e-6
samp_471,373,4577490,55187520,samp_1485,1.4765241316870728e-6
samp_477,799,4344744,55187520,samp_1485,3.332281705891634e-6
samp_481,791,3602070,55187520,samp_1485,3.97908720211303e-6
samp_507,1196,3568765,55187520,samp_1485,6.0725674918746894e-6
samp_2059,7403,3786874,62000250,samp_1486,3.153068846330055e-5
samp_2073,103,4337595,62000250,samp_1486,3.8299648165777473e-7
samp_3937,291,4108029,62000250,samp_1486,1.142525883233724e-6
samp_4305,370,3905470,62000250,samp_1486,1.5280408944647777e-6
samp_4344,263,4351921,62000250,samp_1486,9.747232036981768e-7
samp_4380,155,4773271,62000250,samp_1486,5.237477443445986e-7
samp_468,276,4238051,62000250,samp_1486,1.0503873014378912e-6
samp_471,222,4577490,62000250,samp_1486,7.82225788207776e-7
samp_477,273,4344744,62000250,samp_1486,1.0134562707447062e-6
samp_481,1410,3602070,62000250,samp_1486,6.3135485381705445e-6
samp_507,270,3568765,62000250,samp_1486,1.2202599918780638e-6
samp_2059,10174,3786874,51895798,samp_1487,5.177006182992137e-5
samp_2073,750,4337595,51895798,samp_1487,3.33180878757898e-6
samp_3937,4156,4108029,51895798,samp_1487,1.9494398682955136e-5
samp_4305,590,3905470,51895798,samp_1487,2.91102885999913e-6
samp_4344,2805,4351921,51895798,samp_1487,1.2419944869395684e-5
samp_4380,2663,4773271,51895798,samp_1487,1.0750356837308944e-5
samp_468,382,4238051,51895798,samp_1487,1.736860705294392e-6
samp_471,736,4577490,51895798,samp_1487,3.09826253646651e-6
samp_477,1890,4344744,51895798,samp_1487,8.382342800325126e-6
samp_481,696,3602070,51895798,samp_1487,3.7232731357318497e-6
samp_507,3997,3568765,51895798,samp_1487,2.1581618081855847e-5
samp_2059,7419,3786874,59691922,samp_1488,3.2820784161870116e-5
samp_2073,109,4337595,59691922,samp_1488,4.209804572622245e-7
samp_3937,222,4108029,59691922,samp_1488,9.053237441347738e-7
samp_4305,25,3905470,59691922,samp_1488,1.072386010159368e-7
samp_4344,239,4351921,59691922,samp_1488,9.20028614924038e-7
samp_4380,161,4773271,59691922,samp_1488,5.650595526351924e-7
samp_468,7,4238051,59691922,samp_1488,2.7670454874355922e-8
samp_471,253,4577490,59691922,samp_1488,9.259287180944736e-7
samp_477,240,4344744,59691922,samp_1488,9.254042437145255e-7
samp_481,1415,3602070,59691922,samp_1488,6.5809520841098665e-6
samp_507,233,3568765,59691922,samp_1488,1.0937609331246255e-6
samp_2059,7401,3786874,66882976,samp_1489,2.922092502732228e-5
samp_2073,456,4337595,66882976,samp_1489,1.5718107474077228e-6
samp_3937,2232,4108029,66882976,samp_1489,8.123535831876733e-6
samp_4305,168,3905470,66882976,samp_1489,6.431620140916257e-7
samp_4344,1491,4351921,66882976,samp_1489,5.122489198832651e-6
samp_4380,1501,4773271,66882976,samp_1489,4.701636088694542e-6
samp_468,153,4238051,66882976,samp_1489,5.397711434112701e-7
samp_471,598,4577490,66882976,samp_1489,1.9532516088853436e-6
samp_477,1116,4344744,66882976,samp_1489,3.84047032228927e-6
samp_481,993,3602070,66882976,samp_1489,4.121748713927653e-6
samp_507,1651,3568765,66882976,samp_1489,6.916932430521632e-6
samp_2059,7982,3786874,60851232,samp_1490,3.463869269482167e-5
samp_2073,118,4337595,60851232,samp_1490,4.470577543639367e-7
samp_3937,238,4108029,60851232,samp_1490,9.5208140013497e-7
samp_4305,116,3905470,60851232,samp_1490,4.881073053961904e-7
samp_4344,268,4351921,60851232,samp_1490,1.012009094979841e-6
samp_4380,112,4773271,60851232,samp_1490,3.8559603130358594e-7
samp_468,112,4238051,60851232,samp_1490,4.342926392194192e-7
samp_471,267,4577490,60851232,samp_1490,9.585493603735834e-7
samp_477,332,4344744,60851232,samp_1490,1.2557538436649743e-6
samp_481,1560,3602070,60851232,samp_1490,7.117100108263487e-6
samp_507,257,3568765,60851232,samp_1490,1.1834387810471051e-6
samp_2059,14783,3786874,48680086,samp_1491,8.019187812616277e-5
samp_2073,1564,4337595,48680086,samp_1491,7.4068988230460174e-6
samp_3937,2605,4108029,48680086,samp_1491,1.3026354414516756e-5
samp_4305,1105,3905470,48680086,samp_1491,5.812160988369515e-6
samp_4344,1776,4351921,48680086,samp_1491,8.383215331219614e-6
samp_4380,1507,4773271,48680086,samp_1491,6.485535241984669e-6
samp_468,654,4238051,48680086,samp_1491,3.1700070851448696e-6
samp_471,5637,4577490,48680086,samp_1491,2.529701590502351e-5
samp_477,1926,4344744,48680086,samp_1491,9.106274841473545e-6
samp_481,833,3602070,48680086,samp_1491,4.7505239973644505e-6
samp_507,3031,3568765,48680086,samp_1491,1.744683478881087e-5
samp_2059,6887,3786874,56842812,samp_1492,3.199437815436841e-5
samp_2073,130,4337595,56842812,samp_1492,5.272526830874606e-7
samp_3937,168,4108029,56842812,samp_1492,7.1944935359634395e-07
samp_4305,11,3905470,56842812,samp_1492,4.955001893963769e-8
samp_4344,218,4351921,56842812,samp_1492,8.812516361492426e-7
samp_4380,116,4773271,56842812,samp_1492,4.2752975220688993e-7
samp_468,12,4238051,56842812,samp_1492,4.9812634706125794e-8
samp_471,166,4577490,56842812,samp_1492,6.379771579803663e-7
samp_477,283,4344744,56842812,samp_1492,1.1458999201312264e-6
samp_481,1781,3602070,56842812,samp_1492,8.698336746922053e-6
samp_507,227,3568765,56842812,samp_1492,1.1190058371422455e-6
samp_2059,17783,3786874,63669516,samp_1498,7.375519657656862e-5
samp_2073,8375,4337595,63669516,samp_1498,3.032524146404481e-5
samp_3937,2750,4108029,63669516,samp_1498,1.051399205690596e-5
samp_4305,3237,3905470,63669516,samp_1498,1.3017807490046788e-5
samp_4344,2442,4351921,63669516,samp_1498,8.813189494174855e-6
samp_4380,2792,4773271,63669516,samp_1498,9.186874287506852e-6
samp_468,2060,4238051,63669516,samp_1498,7.63430476608757e-6
samp_471,9495,4577490,63669516,samp_1498,3.257886997588364e-5
samp_477,24826,4344744,63669516,samp_1498,8.974515468257651e-5
samp_481,8816,3602070,63669516,samp_1498,3.844039880837758e-5
samp_507,2065,3568765,63669516,samp_1498,9.088046835554264e-6
samp_2059,12981,3786874,135216352,samp_14,2.5351174218096436e-5
samp_2073,18333,4337595,135216352,samp_14,3.125757802146259e-5
samp_3937,55444,4108029,135216352,samp_14,9.98140871191394e-5
samp_4305,10974,3905470,135216352,samp_14,2.078080824016568e-5
samp_4344,30783,4351921,135216352,samp_14,5.231192772657719e-5
samp_4380,58878,4773271,135216352,samp_14,9.122371245498196e-5
samp_468,6636,4238051,135216352,samp_14,1.158006464405441e-5
samp_471,9348,4577490,135216352,samp_14,1.5102960431219196e-5
samp_477,22166,4344744,135216352,samp_14,3.773061827275557e-5
samp_481,1328,3602070,135216352,samp_14,2.72657037568635e-6
samp_507,22211,3568765,135216352,samp_14,4.602787724673839e-5
samp_2059,156201,3786874,116152174,samp_15,3.551203924169373e-4
samp_2073,26327,4337595,116152174,samp_15,5.2254660563671265e-5
samp_3937,89118,4108029,116152174,samp_15,1.8676891155935775e-4
samp_4305,120001,3905470,116152174,samp_15,2.6453565514704793e-4
samp_4344,42648,4351921,116152174,samp_15,8.437044187151606e-5
samp_4380,100414,4773271,116152174,samp_15,1.8111350395747544e-4
samp_468,87344,4238051,116152174,samp_15,1.774351081265121e-4
samp_471,21347,4577490,116152174,samp_15,4.014968137028001e-5
samp_477,27402,4344744,116152174,samp_15,5.429886191493939e-5
samp_481,2573,3602070,116152174,samp_15,6.14979012888456e-6
samp_507,32464,3568765,116152174,samp_15,7.831712493029541e-5
samp_2059,4552,3786874,94479694,samp_16,1.2722806445141609e-5
samp_2073,5094,4337595,94479694,samp_16,1.243000956940316e-5
samp_3937,2585,4108029,94479694,samp_16,6.660219902507136e-6
samp_4305,1869,3905470,94479694,samp_16,5.065210718958253e-6
samp_4344,3039,4351921,94479694,samp_16,7.391136433173333e-6
samp_4380,2607,4773271,94479694,samp_16,5.780780260331251e-6
samp_468,1209,4238051,94479694,samp_16,3.0194069072119035e-6
samp_471,5404,4577490,94479694,samp_16,1.2495379712881389e-5
samp_477,8424,4344744,94479694,samp_16,2.0521811210492526e-5
samp_481,1279,3602070,94479694,samp_16,3.7582002589018544e-6
samp_507,2293,3568765,94479694,samp_16,6.800606179064339e-6
samp_2059,35947,3786874,148061448,samp_17,6.411207072230988e-5
samp_2073,86658,4337595,148061448,samp_17,1.3493284260699645e-4
samp_3937,2429,4108029,148061448,samp_17,3.993484670592499e-6
samp_4305,12777,3905470,148061448,samp_17,2.2095996698292084e-5
samp_4344,1146,4351921,148061448,samp_17,1.7785317487614474e-6
samp_4380,3461,4773271,148061448,samp_17,4.8971512217395846e-6
samp_468,8455,4238051,148061448,samp_17,1.3474276061590678e-5
samp_471,411978,4577490,148061448,samp_17,6.078614873151009e-4
samp_477,4204,4344744,148061448,samp_17,6.535164484424574e-6
samp_481,2388,3602070,148061448,samp_17,4.477547294115458e-6
samp_507,1248,3568765,148061448,samp_17,2.361862669759636e-6
samp_2059,9771,3786874,247701738,samp_18,1.0416674757919396e-5
samp_2073,13011,4337595,247701738,samp_18,1.210967878487619e-5
samp_3937,7087,4108029,247701738,samp_18,6.964659330107213e-6
samp_4305,3549,3905470,247701738,samp_18,3.668627687621289e-6
samp_4344,5814,4351921,247701738,samp_18,5.393429056779247e-6
samp_4380,11158,4773271,247701738,samp_18,9.437157676821394e-6
samp_468,1772,4238051,247701738,samp_18,1.687984619379171e-6
samp_471,19707,4577490,247701738,samp_18,1.738057173727455e-5
samp_477,12839,4344744,247701738,samp_18,1.192993157894488e-5
samp_481,3063,3602070,247701738,samp_18,3.432936693047261e-6
samp_507,5771,3568765,247701738,samp_18,6.528359614318779e-6
samp_2059,16430,3786874,174380246,samp_19,2.488051825087925e-5
samp_2073,32067,4337595,174380246,samp_19,4.239474683582336e-5
samp_3937,10879,4108029,174380246,samp_19,1.518651732721252e-5
samp_4305,11658,3905470,174380246,samp_19,1.7118017218513515e-5
samp_4344,8382,4351921,174380246,samp_19,1.1045092757256793e-5
samp_4380,26931,4773271,174380246,samp_19,3.2354828489341675e-5
samp_468,4054,4238051,174380246,samp_19,5.4855512856802605e-6
samp_471,58591,4577490,174380246,samp_19,7.340171720246147e-5
samp_477,22616,4344744,174380246,samp_19,2.9850686084439387e-5
samp_481,1426,3602070,174380246,samp_19,2.270231217079469e-6
samp_507,12637,3568765,174380246,samp_19,2.0306204169795425e-5
samp_2059,85291,3786874,396259088,samp_2011,5.68385664068808e-5
samp_2073,45118,4337595,396259088,samp_2011,2.6249534405675557e-5
samp_3937,244610,4108029,396259088,samp_2011,1.502662578809503e-4
samp_4305,31473,3905470,396259088,samp_2011,2.0336939655625106e-5
samp_4344,333694,4351921,396259088,samp_2011,1.935032034435166e-4
samp_4380,570271,4773271,396259088,samp_2011,3.0149905787146743e-4
samp_468,25179,4238051,396259088,samp_2011,1.4993156131046946e-5
samp_471,94891,4577490,396259088,samp_2011,5.231405486941091e-5
samp_477,50879,4344744,396259088,samp_2011,2.9552562133057117e-5
samp_481,11252,3602070,396259088,samp_2011,7.88312366454561e-6
samp_507,660138,3568765,396259088,samp_2011,4.668072005075564e-4
samp_2059,33673,3786874,274184836,samp_2012,3.243078962850104e-5
samp_2073,12425,4337595,274184836,samp_2012,1.044729758869273e-5
samp_3937,2683,4108029,274184836,samp_2012,2.3820108742231213e-6
samp_4305,1627,3905470,274184836,samp_2012,1.519395426108415e-6
samp_4344,2921,4351921,274184836,samp_2012,2.4479758090376425e-6
samp_4380,15743,4773271,274184836,samp_2012,1.2028956972134448e-5
samp_468,2449,4238051,274184836,samp_2012,2.1075562486739736e-6
samp_471,18989,4577490,274184836,samp_2012,1.5129732798379987e-5
samp_477,39551,4344744,274184836,samp_2012,3.320089906215929e-5
samp_481,2920,3602070,274184836,samp_2012,2.9565639080117553e-6
samp_507,3798,3568765,274184836,samp_2012,3.8814462572888605e-6
samp_2059,61728,3786874,269456808,samp_2013,6.049398440161262e-5
samp_2073,30765,4337595,269456808,samp_2013,2.6321992376322015e-5
samp_3937,1153204,4108029,269456808,samp_2013,0.00104179790208483
samp_4305,29116,3905470,269456808,samp_2013,2.7667457009552216e-5
samp_4344,1029768,4351921,269456808,samp_2013,8.781510564939753e-4
samp_4380,8394099,4773271,269456808,samp_2013,0.0065263270608267
samp_468,25840,4238051,269456808,samp_2013,2.2627531069431343e-5
samp_471,23312,4577490,269456808,samp_2013,1.8900050709908436e-5
samp_477,41284,4344744,269456808,samp_2013,3.526374370666407e-5
samp_481,22655,3602070,269456808,samp_2013,2.3341177291972236e-5
samp_507,1219361,3568765,269456808,samp_2013,0.0012680173287276
samp_2059,53573,3786874,305545576,samp_2014,4.6300865754832774e-5
samp_2073,30799,4337595,305545576,samp_2014,2.323868859080128e-5
samp_3937,1202878,4108029,305545576,samp_2014,9.583233746264712e-4
samp_4305,18416,3905470,305545576,samp_2014,1.543284520858417e-5
samp_4344,1097161,4351921,305545576,samp_2014,8.251128650901072e-4
samp_4380,9120277,4773271,305545576,samp_2014,0.00625339607932511
samp_468,22362,4238051,305545576,samp_2014,1.7269050700569973e-5
samp_471,57092,4577490,305545576,samp_2014,4.081989215268189e-5
samp_477,24016,4344744,305545576,samp_2014,1.809091290510649e-5
samp_481,19591,3602070,305545576,samp_2014,1.780034650083692e-5
samp_507,1290951,3568765,305545576,samp_2014,0.0011839021447838
samp_2059,39608,3786874,352057144,samp_2015,2.9709059027550232e-5
samp_2073,45971,4337595,352057144,samp_2015,3.0103832568284263e-5
samp_3937,4101,4108029,352057144,samp_2015,2.835587851250321e-6
samp_4305,2278,3905470,352057144,samp_2015,1.6567891894362984e-6
samp_4344,4198,4351921,352057144,samp_2015,2.7399855323831334e-6
samp_4380,23231,4773271,352057144,samp_2015,1.3824156808014742e-5
samp_468,3893,4238051,352057144,samp_2015,2.609186144108057e-6
samp_471,16198,4577490,352057144,samp_2015,1.0051267445284491e-5
samp_477,135552,4344744,352057144,samp_2015,8.861935322999536e-5
samp_481,5258,3602070,352057144,samp_2015,4.146247970272082e-6
samp_507,5950,3568765,352057144,samp_2015,4.735718216671684e-6
samp_2059,349853,3786874,375114598,samp_2016,2.462865990620643e-4
samp_2073,98857,4337595,375114598,samp_2016,6.0756739810753415e-5
samp_3937,519999,4108029,375114598,samp_2016,3.3744658870117427e-4
samp_4305,203567,3905470,375114598,samp_2016,1.3895369657799156e-4
samp_4344,447649,4351921,375114598,samp_2016,2.7421591071797463e-4
samp_4380,888954,4773271,375114598,samp_2016,4.964771109181671e-4
samp_468,130575,4238051,375114598,samp_2016,8.213530805666778e-5
samp_471,91566,4577490,375114598,samp_2016,5.33264745336065e-5
samp_477,73428,4344744,375114598,samp_2016,4.505401938527565e-5
samp_481,12874,3602070,375114598,samp_2016,9.527904400282756e-6
samp_507,670573,3568765,375114598,samp_2016,5.009151263416496e-4
samp_2059,20758,3786874,89222972,samp_2017,6.143671230924596e-5
samp_2073,12794,4337595,89222972,samp_2017,3.305831102442771e-5
samp_3937,5082,4108029,89222972,samp_2017,1.3865146877055996e-5
samp_4305,150,3905470,89222972,samp_2017,4.3046839151910923e-7
samp_4344,3641,4351921,89222972,samp_2017,9.376980016325602e-6
samp_4380,6028,4773271,89222972,samp_2017,1.4154041554941458e-5
samp_468,169,4238051,89222972,samp_2017,4.469344591738308e-7
samp_471,14417,4577490,89222972,samp_2017,3.529968328434695e-5
samp_477,9626,4344744,89222972,samp_2017,2.483161578030157e-5
samp_481,7802,3602070,89222972,samp_2017,2.4275999073092065e-5
samp_507,4597,3568765,89222972,samp_2017,1.4437096764759695e-5
samp_2059,8570,3786874,29701618,samp_2018,7.619383946478414e-5
samp_2073,3653,4337595,29701618,samp_2018,2.835440670163943e-5
samp_3937,2012,4108029,29701618,samp_2018,1.648976123924521e-5
samp_4305,167,3905470,29701618,samp_2018,1.43967033796989e-6
samp_4344,1698,4351921,29701618,samp_2018,1.3136406367218723e-5
samp_4380,2744,4773271,29701618,samp_2018,1.9354765191538636e-5
samp_468,133,4238051,29701618,samp_2018,1.056587221855284e-6
samp_471,4240,4577490,29701618,samp_2018,3.118590446677811e-5
samp_477,3893,4344744,29701618,samp_2018,3.0167554317262302e-5
samp_481,1523,3602070,29701618,samp_2018,1.423533352302469e-5
samp_507,2283,3568765,29701618,samp_2018,2.1538122974106537e-5
samp_2059,50227,3786874,152692888,samp_2019,8.686355002220703e-5
samp_2073,18489,4337595,152692888,samp_2019,2.791551301712908e-5
samp_3937,8668,4108029,152692888,samp_2019,1.3818681036852088e-5
samp_4305,371,3905470,152692888,samp_2019,6.221309311755838e-7
samp_4344,7135,4351921,152692888,samp_2019,1.0737277195201968e-5
samp_4380,10436,4773271,152692888,samp_2019,1.4318554246280846e-5
samp_468,435,4238051,152692888,samp_2019,6.722089167057712e-7
samp_471,26635,4577490,152692888,samp_2019,3.8107151587592305e-5
samp_477,12103,4344744,152692888,samp_2019,1.8243578587589157e-5
samp_481,7028,3602070,152692888,samp_2019,1.2777938547648626e-5
samp_507,10620,3568765,152692888,samp_2019,1.9488919261801016e-5
samp_2059,4190,3786874,30613180,samp_2020,3.6143043691698455e-5
samp_2073,1445,4337595,30613180,samp_2020,1.0882042116170017e-5
samp_3937,1831,4108029,30613180,samp_2020,1.4559497911257435e-5
samp_4305,84,3905470,30613180,samp_2020,7.025828344621804e-7
samp_4344,1594,4351921,30613180,samp_2020,1.1964618872896471e-5
samp_4380,2171,4773271,30613180,samp_2020,1.4857142418746078e-5
samp_468,59,4238051,30613180,samp_2020,4.547549006660803e-7
samp_471,1816,4577490,30613180,samp_2020,1.2959253785872704e-5
samp_477,3050,4344744,30613180,samp_2020,2.293122217559332e-5
samp_481,287,3602070,30613180,samp_2020,2.6026831674284387e-6
samp_507,1875,3568765,30613180,samp_2020,1.7162275765935057e-5
samp_2059,4069,3786874,25187006,samp_2021,4.266092708439731e-5
samp_2073,1082,4337595,25187006,samp_2021,9.903796671010398e-6
samp_3937,1676,4108029,25187006,samp_2021,1.6198095976126372e-5
samp_4305,93,3905470,25187006,samp_2021,9.45438093392466e-7
samp_4344,1733,4351921,25187006,samp_2021,1.5810332884122132e-5
samp_4380,1703,4773271,25187006,samp_2021,1.4165177157790356e-5
samp_468,79,4238051,25187006,samp_2021,7.400897118543773e-7
samp_471,1154,4577490,25187006,samp_2021,1.0009257427326296e-5
samp_477,2367,4344744,25187006,samp_2021,2.163004984104905e-5
samp_481,1411,3602070,25187006,samp_2021,1.5552432309781136e-5
samp_507,1618,3568765,25187006,samp_2021,1.800047728614164e-5
samp_2059,7535,3786874,62820128,samp_2022,3.167404902087038e-5
samp_2073,819,4337595,62820128,samp_2022,3.005633932961541e-6
samp_3937,3532,4108029,62820128,samp_2022,1.368637316865516e-5
samp_4305,190,3905470,62820128,samp_2022,7.744287686737346e-7
samp_4344,3035,4351921,62820128,samp_2022,1.1101428736133038e-5
samp_4380,3831,4773271,62820128,samp_2022,1.2776068837170631e-5
samp_468,152,4238051,62820128,samp_2022,5.709243844762057e-7
samp_471,1161,4577490,62820128,samp_2022,4.037439230056273e-6
samp_477,4269,4344744,62820128,samp_2022,1.564095064810983e-5
samp_481,2734,3602070,62820128,samp_2022,1.2082242411793776e-5
samp_507,3279,3568765,62820128,samp_2022,1.4625969003942254e-5
samp_2059,818,3786874,5573416,samp_2023,3.875707456447179e-5
samp_2073,414,4337595,5573416,samp_2023,1.7124972449532328e-5
samp_3937,407,4108029,5573416,samp_2023,1.777622130712564e-5
samp_4305,14,3905470,5573416,samp_2023,6.431810932559412e-7
samp_4344,373,4351921,5573416,samp_2023,1.5378230591826965e-5
samp_4380,526,4773271,5573416,samp_2023,1.9771890300478523e-5
samp_468,24,4238051,5573416,samp_2023,1.016069939808901e-6
samp_471,611,4577490,5573416,samp_2023,2.3949273629903065e-5
samp_477,617,4344744,5573416,samp_2023,2.5480005175049262e-5
samp_481,67,3602070,5573416,samp_2023,3.3373456910420324e-6
samp_507,407,3568765,5573416,samp_2023,2.046232594191269e-5
samp_2059,24789,3786874,75282790,samp_2024,8.695257477500034e-5
samp_2073,3960,4337595,75282790,samp_2024,1.212691910464887e-5
samp_3937,11142,4108029,75282790,samp_2024,3.6027485127338447e-5
samp_4305,2073,3905470,75282790,samp_2024,7.0506684056703035e-6
samp_4344,9421,4351921,75282790,samp_2024,2.8755458382527317e-5
samp_4380,8359,4773271,75282790,samp_2024,2.3261757691138302e-5
samp_468,1167,4238051,75282790,samp_2024,3.6577074899917978e-6
samp_471,10494,4577490,75282790,samp_2024,3.0452149264200025e-5
samp_477,6689,4344744,75282790,samp_2024,2.0450376032289673e-5
samp_481,815,3602070,75282790,samp_2024,3.0054517119329696e-6
samp_507,16891,3568765,75282790,samp_2024,6.286974591095236e-5
samp_2059,183376,3786874,175847994,samp_2025,2.7537481703030197e-4
samp_2073,14928,4337595,175847994,samp_2025,1.957109875372391e-5
samp_3937,56070,4108029,175847994,samp_2025,7.76174975974534e-5
samp_4305,88140,3905470,175847994,samp_2025,1.2834008471781952e-4
samp_4344,33950,4351921,175847994,samp_2025,4.436304596348528e-5
samp_4380,41201,4773271,175847994,samp_2025,4.9085616129484206e-5
samp_468,47865,4238051,175847994,samp_2025,6.422653109261173e-5
samp_471,42623,4577490,175847994,samp_2025,5.295161268275799e-5
samp_477,15145,4344744,175847994,samp_2025,1.9822921771919123e-5
samp_481,3575,3602070,175847994,samp_2025,5.643993168050717e-6
samp_507,44286,3568765,175847994,samp_2025,7.056853251311449e-5
samp_2059,3825,3786874,27124976,samp_2026,3.723756049261093e-5
samp_2073,2816,4337595,27124976,samp_2026,2.39339449760026e-5
samp_3937,1192,4108029,27124976,samp_2026,1.0697280701477729e-5
samp_4305,45,3905470,27124976,samp_2026,4.247856578018118e-7
samp_4344,883,4351921,27124976,samp_2026,7.48015053452966e-6
samp_4380,2034,4773271,27124976,samp_2026,1.570961327410091e-5
samp_468,37,4238051,27124976,samp_2026,3.2185938924432714e-7
samp_471,1791,4577490,27124976,samp_2026,1.442443526701634e-5
samp_477,7945,4344744,27124976,samp_2026,6.741559110624135e-5
samp_481,171,3602070,27124976,samp_2026,1.7501472884496743e-6
samp_507,1081,3568765,27124976,samp_2026,1.1167047934922004e-5
samp_2059,61976,3786874,114555152,samp_2027,1.428657290946905e-4
samp_2073,5242,4337595,114555152,samp_2027,1.054953679163268e-5
samp_3937,49275,4108029,114555152,samp_2027,1.0470767257415595e-4
samp_4305,17698,3905470,114555152,samp_2027,3.955817603440459e-5
samp_4344,49358,4351921,114555152,samp_2027,9.900609346810266e-5
samp_4380,41719,4773271,114555152,samp_2027,7.629624637776951e-5
samp_468,10520,4238051,114555152,samp_2027,2.166880369972275e-5
samp_471,9791,4577490,114555152,samp_2027,1.8671749852204077e-5
samp_477,8745,4344744,114555152,samp_2027,1.7570373589397342e-5
samp_481,1653,3602070,114555152,samp_2027,4.005955118963753e-6
samp_507,90739,3568765,114555152,samp_2027,2.2195320052703025e-4
samp_2059,18744,3786874,66779348,samp_2028,7.41206545608899e-5
samp_2073,14771,4337595,66779348,samp_2028,5.099395824511015e-5
samp_3937,35140,4108029,66779348,samp_2028,1.2809320195630972e-4
samp_4305,5170,3905470,66779348,samp_2028,1.9823259329451146e-5
samp_4344,32185,4351921,66779348,samp_2028,1.1074658315832318e-4
samp_4380,31936,4773271,66779348,samp_2028,1.001895101376701e-4
samp_468,4067,4238051,66779348,samp_2028,1.4370299488271693e-5
samp_471,20541,4577490,66779348,samp_2028,6.719732792770668e-5
samp_477,3121,4344744,66779348,samp_2028,1.0756906705702688e-5
samp_481,1044,3602070,66779348,samp_2028,4.340164354796485e-6
samp_507,55512,3568765,66779348,samp_2028,2.3293070920416348e-4
samp_2059,9888,3786874,44821570,samp_2029,5.825598338848474e-5
samp_2073,3045,4337595,44821570,samp_2029,1.5662144717558622e-5
samp_3937,2853,4108029,44821570,samp_2029,1.5494629856326737e-5
samp_4305,288,3905470,44821570,samp_2029,1.645250823371816e-6
samp_4344,2423,4351921,44821570,samp_2029,1.2421823274703767e-5
samp_4380,3754,4773271,44821570,samp_2029,1.7546524678095073e-5
samp_468,223,4238051,44821570,samp_2029,1.173955458742616e-6
samp_471,3263,4577490,44821570,samp_2029,1.5903862223439273e-5
samp_477,5968,4344744,44821570,samp_2029,3.064626534275813e-5
samp_481,537,3602070,44821570,samp_2029,3.3260982407180474e-6
samp_507,3224,3568765,44821570,samp_2029,2.0155334832303735e-5
samp_2059,21371,3786874,53235728,samp_2030,1.060085249840837e-4
samp_2073,21485,4337595,53235728,samp_2030,9.304288345304456e-5
samp_3937,1093837,4108029,53235728,samp_2030,0.0050016801002458
samp_4305,9302,3905470,53235728,samp_2030,4.4740396812964386e-5
samp_4344,616278,4351921,53235728,samp_2030,0.0026600663171124
samp_4380,1050978,4773271,53235728,samp_2030,0.00413594100865186
samp_468,13496,4238051,53235728,samp_2030,5.981852410239412e-5
samp_471,12978,4577490,53235728,samp_2030,5.325705756976805e-5
samp_477,8715,4344744,53235728,samp_2030,3.767905498518614e-5
samp_481,7049,3602070,53235728,samp_2030,3.67597174705904e-5
samp_507,447380,3568765,53235728,samp_2030,0.00235480753467866
samp_2059,25008,3786874,70751626,samp_2031,9.33386854928023e-5
samp_2073,20477,4337595,70751626,samp_2031,6.672382052034902e-5
samp_3937,1022243,4108029,70751626,samp_2031,0.00351709597341768
samp_4305,10304,3905470,70751626,samp_2031,3.729032073259934e-5
samp_4344,639131,4351921,70751626,samp_2031,0.00207573761118102
samp_4380,1072257,4773271,70751626,samp_2031,0.00317501932516617
samp_468,14632,4238051,70751626,samp_2031,4.879789505096693e-5
samp_471,13180,4577490,70751626,samp_2031,4.069598652877402e-5
samp_477,7111,4344744,70751626,samp_2031,2.3132898980455932e-5
