mag,mapped_reads,mag_length,total_decon_sample_reads,sample_id,rpkm
samp_471,22654,4577490,73568990,samp_791,6.727019678720705e-5
samp_477,41577,4344744,73568990,samp_791,1.3007509852506086e-4
samp_481,31639,3602070,73568990,samp_791,1.1939215916634078e-4
samp_507,7495,3568765,73568990,samp_791,2.8546895968390284e-5
samp_2059,5047,3786874,76245980,samp_794,1.7479761341587627e-5
samp_2073,1124,4337595,76245980,samp_794,3.398602407905952e-6
samp_3937,511,4108029,76245980,samp_794,1.6314375293129611e-6
samp_4305,68,3905470,76245980,samp_794,2.283592751207629e-7
samp_4344,933,4351921,76245980,samp_794,2.811795230016176e-6
samp_4380,1567,4773271,76245980,samp_794,4.3056225375472975e-06
samp_468,80,4238051,76245980,samp_794,2.4757503978788855e-07
samp_471,706,4577490,76245980,samp_794,2.022834471875851e-6
samp_477,1763,4344744,76245980,samp_794,5.321954648086003e-6
samp_481,2405,3602070,76245980,samp_794,8.756811104795932e-6
samp_507,601,3568765,76245980,samp_794,2.208714438376471e-6
samp_2059,19870,3786874,62364264,samp_797,8.413587402025104e-5
samp_2073,4138,4337595,62364264,samp_797,1.5296979524935203e-5
samp_3937,6395,4108029,62364264,samp_797,2.496153259247808e-5
samp_4305,3100,3905470,62364264,samp_797,1.2727777845607544e-5
samp_4344,8320,4351921,62364264,samp_797,3.065536715003509e-5
samp_4380,8813,4773271,62364264,samp_797,2.960546432784548e-5
samp_468,3054,4238051,62364264,samp_797,1.1554922920127114e-5
samp_471,7117,4577490,62364264,samp_797,2.4930659102603587e-5
samp_477,74531,4344744,62364264,samp_797,2.7506602712943897e-4
samp_481,58059,3602070,62364264,samp_797,2.584530143190732e-4
samp_507,12819,3568765,62364264,samp_797,5.7597070540095816e-5
samp_2059,7937,3786874,88186466,samp_800,2.3766957314933345e-5
samp_2073,1090,4337595,88186466,samp_800,2.84954525997459e-6
samp_3937,833,4108029,88186466,samp_800,2.2993737107998245e-6
samp_4305,22,3905470,88186466,samp_800,6.38774301531091e-8
samp_4344,1078,4351921,88186466,samp_800,2.808897029579141e-6
samp_4380,1597,4773271,88186466,samp_800,3.793908785959837e-6
samp_468,32,4238051,88186466,samp_800,8.56213085221787e-8
samp_471,3640,4577490,88186466,samp_800,9.017207020260896e-6
samp_477,2785,4344744,88186466,samp_800,7.268738892379091e-6
samp_481,1135,3602070,88186466,samp_800,3.573072054325978e-6
samp_507,1101,3568765,88186466,samp_800,3.49838360483515e-6
samp_2059,10657,3786874,70177998,samp_803,4.010080915233631e-5
samp_2073,3143,4337595,70177998,samp_803,1.0325103331027686e-5
samp_3937,2159,4108029,70177998,samp_803,7.488902334397121e-6
samp_4305,232,3905470,70177998,samp_803,8.464741579421639e-7
samp_4344,2355,4351921,70177998,samp_803,7.710968582997392e-6
samp_4380,3592,4773271,70177998,samp_803,1.0723072969853296e-5
samp_468,320,4238051,70177998,samp_803,1.0759270466602114e-6
samp_471,5224,4577490,70177998,samp_803,1.626203117595318e-5
samp_477,21446,4344744,70177998,samp_803,7.033656172043721e-5
samp_481,12569,3602070,70177998,samp_803,4.97218871070512e-5
samp_507,3387,3568765,70177998,samp_803,1.3523723130093568e-5
samp_2059,4421,3786874,56258256,samp_806,2.0751686355756967e-5
samp_2073,618,4337595,56258256,samp_806,2.5325219052544873e-6
samp_3937,531,4108029,56258256,samp_806,2.2976017606165517e-6
samp_4305,34,3905470,56258256,samp_806,1.547459694064475e-7
samp_4344,664,4351921,56258256,samp_806,2.712069479442312e-6
samp_4380,1886,4773271,56258256,samp_806,7.0232694653814586e-06
samp_468,15,4238051,56258256,samp_806,6.291277119008505e-8
samp_471,1549,4577490,56258256,samp_806,6.015029319448829e-6
samp_477,1817,4344744,56258256,samp_806,7.433690411485286e-6
samp_481,836,3602070,56258256,samp_806,4.12541709751533e-6
samp_507,860,3568765,56258256,samp_806,4.283455261698347e-6
samp_2059,9571,3786874,66031578,samp_809,3.8275844809613767e-5
samp_2073,2585,4337595,66031578,samp_809,9.0252631143909e-6
samp_3937,1829,4108029,66031578,samp_809,6.742617581948305e-6
samp_4305,171,3905470,66031578,samp_809,6.630879385840175e-7
samp_4344,1886,4351921,66031578,samp_809,6.563099815703016e-6
samp_4380,3569,4773271,66031578,samp_809,1.1323450346058618e-5
samp_468,206,4238051,66031578,samp_809,7.361212683017947e-7
samp_471,4752,4577490,66031578,samp_809,1.5721622056409788e-5
samp_477,12851,4344744,66031578,samp_809,4.479412477803339e-5
samp_481,6950,3602070,66031578,samp_809,2.9220051715775076e-5
samp_507,2889,3568765,66031578,samp_809,1.225964557150801e-5
samp_2059,4253,3786874,65256470,samp_812,1.721039944887148e-5
samp_2073,208,4337595,65256470,samp_812,7.348365644966355e-7
samp_3937,930,4108029,65256470,samp_812,3.4691723037740646e-6
samp_4305,27,3905470,65256470,samp_812,1.059416861471516e-7
samp_4344,2527,4351921,65256470,samp_812,8.898169239912695e-6
samp_4380,2480,4773271,65256470,samp_812,7.961813707986642e-6
samp_468,32,4238051,65256470,samp_812,1.1570715689749417e-7
samp_471,550,4577490,65256470,samp_812,1.8412455406655732e-6
samp_477,1876,4344744,65256470,samp_812,6.6167551588309055e-6
samp_481,960,3602070,65256470,samp_812,4.084091913787756e-6
samp_507,1008,3568765,65256470,samp_812,4.328316436608277e-6
samp_2059,21214,3786874,69823046,samp_815,8.023113176922057e-5
samp_2073,5048,4337595,69823046,samp_815,1.6667541909934815e-5
samp_3937,7512,4108029,69823046,samp_815,2.618926364543537e-5
samp_4305,6249,3905470,69823046,samp_815,2.2915979642019852e-5
samp_4344,10180,4351921,69823046,samp_815,3.350178785107663e-5
samp_4380,9884,4773271,69823046,samp_815,2.9656360617575395e-5
samp_468,5024,4238051,69823046,samp_815,1.6977926975859225e-5
samp_471,20305,4577490,69823046,samp_815,6.352969916602643e-5
samp_477,6195,4344744,69823046,samp_815,2.0421062183086527e-5
samp_481,1976,3602070,69823046,samp_815,7.856624575643373e-6
samp_507,13722,3568765,69823046,samp_815,5.506817364570702e-5
samp_2059,4823,3786874,73111186,samp_820,1.742017757503416e-5
samp_2073,238,4337595,73111186,samp_820,7.504886496926847e-7
samp_3937,984,4108029,73111186,samp_820,3.2762555422874073e-6
samp_4305,37,3905470,73111186,samp_820,1.2958197322505452e-7
samp_4344,2636,4351921,73111186,samp_820,8.284772245364033e-6
samp_4380,2113,4773271,73111186,samp_820,6.054796847176813e-6
samp_468,38,4238051,73111186,samp_820,1.2264040864798874e-7
samp_471,614,4577490,73111186,samp_820,1.8346665289088256e-6
samp_477,2082,4344744,73111186,samp_820,6.554396410418622e-6
samp_481,1343,3602070,73111186,samp_820,5.099646063486421e-6
samp_507,1172,3568765,73111186,samp_820,4.491856066903525e-6
samp_2059,16444,3786874,68324010,samp_823,6.355551838763116e-5
samp_2073,2739,4337595,68324010,samp_823,9.24207918235092e-6
samp_3937,4104,4108029,68324010,samp_823,1.4621788704919696e-5
samp_4305,3572,3905470,68324010,samp_823,1.338643077666794e-5
samp_4344,5072,4351921,68324010,samp_823,1.7057873690541243e-5
samp_4380,5073,4773271,68324010,samp_823,1.5555193675887352e-5
samp_468,2648,4238051,68324010,samp_823,9.144889339995018e-6
samp_471,7245,4577490,68324010,samp_823,2.3165284486093173e-5
samp_477,5026,4344744,68324010,samp_823,1.693109102359438e-5
samp_481,2128,3602070,68324010,samp_823,8.64661511445277e-6
samp_507,5683,3568765,68324010,samp_823,2.3306998996814437e-5
samp_2059,4042,3786874,58372444,samp_826,1.828553101420237e-5
samp_2073,425,4337595,58372444,samp_826,1.6785413843856423e-6
samp_3937,816,4108029,58372444,samp_826,3.4028968186719578e-6
samp_4305,27,3905470,58372444,samp_826,1.184356862599588e-7
samp_4344,1917,4351921,58372444,samp_826,7.546285512272711e-6
samp_4380,1995,4773271,58372444,samp_826,7.160097412951739e-6
samp_468,43,4238051,58372444,samp_826,1.7381786041954185e-7
samp_471,843,4577490,58372444,samp_826,3.1549486366392557e-6
samp_477,1669,4344744,58372444,samp_826,6.580884480377091e-6
samp_481,1128,3602070,58372444,samp_826,5.364744882070839e-6
samp_507,876,3568765,58372444,samp_826,4.205118880321123e-6
samp_2059,9275,3786874,57411804,samp_829,4.266108234069478e-5
samp_2073,3639,4337595,57411804,samp_829,1.4612746909216166e-5
samp_3937,3107,4108029,57411804,samp_829,1.3173663289430754e-5
samp_4305,535,3905470,57411804,samp_829,2.386048583924898e-6
samp_4344,4613,4351921,57411804,samp_829,1.846295699134072e-5
samp_4380,3902,4773271,57411804,samp_829,1.423868819040804e-5
samp_468,332,4238051,57411804,samp_829,1.3644911133343102e-6
samp_471,5713,4577490,57411804,samp_829,2.173880296948784e-5
samp_477,6015,4344744,57411804,samp_829,2.411405493768848e-5
samp_481,1847,3602070,57411804,samp_829,8.931276887634877e-6
samp_507,4518,3568765,57411804,samp_829,2.2050938705823075e-5
samp_2059,6295,3786874,61090360,samp_834,2.7210855426380147e-5
samp_2073,322,4337595,61090360,samp_834,1.2151620214683783e-6
samp_3937,1182,4108029,61090360,samp_834,4.7098957166247e-6
samp_4305,2019,3905470,61090360,samp_834,8.462337233175419e-6
samp_4344,2442,4351921,61090360,samp_834,9.185270957813931e-6
samp_4380,1860,4773271,61090360,samp_834,6.378582366114954e-6
samp_468,1674,4238051,61090360,samp_834,6.465715491946441e-6
samp_471,686,4577490,61090360,samp_834,2.453149563711396e-6
samp_477,2022,4344744,61090360,samp_834,7.618057997960383e-6
samp_481,1307,3602070,61090360,samp_834,5.93951187351611e-6
samp_507,1017,3568765,61090360,samp_834,4.664770882259484e-6
samp_2059,12407,3786874,63030662,samp_837,5.19797347039809e-5
samp_2073,2679,4337595,63030662,samp_837,9.79877635444397e-6
samp_3937,1569,4108029,63030662,samp_837,6.059510946278251e-6
samp_4305,563,3905470,63030662,samp_837,2.2870898171254192e-6
samp_4344,2224,4351921,63030662,samp_837,8.107779169954997e-6
samp_4380,3256,4773271,63030662,samp_837,1.0822221933109593e-5
samp_468,478,4238051,63030662,samp_837,1.789409956612786e-6
samp_471,5937,4577490,63030662,samp_837,2.057727095385229e-5
samp_477,3612,4344744,63030662,samp_837,1.3189601703863757e-5
samp_481,1328,3602070,63030662,samp_837,5.849167499963395e-6
samp_507,1585,3568765,63030662,samp_837,7.046272702540016e-6
samp_2059,7140,3786874,72596122,samp_840,2.597191272420617e-5
samp_2073,1961,4337595,72596122,samp_840,6.227520591671442e-6
samp_3937,867,4108029,72596122,samp_840,2.9071816912591244e-6
samp_4305,101,3905470,72596122,samp_840,3.562334081318969e-7
samp_4344,1516,4351921,72596122,samp_840,4.798492014752327e-6
samp_4380,3401,4773271,72596122,samp_840,9.814702008685752e-6
samp_468,91,4238051,72596122,samp_840,2.957752239553438e-7
samp_471,9364,4577490,72596122,samp_840,2.8178675704933585e-5
samp_477,2381,4344744,72596122,samp_840,7.548867132870186e-6
samp_481,2037,3602070,72596122,samp_840,7.789784778556135e-6
samp_507,1102,3568765,72596122,samp_840,4.253537066382273e-6
samp_2059,28718,3786874,67732412,samp_843,1.1196358467829411e-4
samp_2073,6004,4337595,67732412,samp_843,2.0435964638656825e-5
samp_3937,7335,4108029,67732412,samp_843,2.636149742031564e-5
samp_4305,10731,3905470,67732412,samp_843,4.056676230092683e-5
samp_4344,8803,4351921,67732412,samp_843,2.986435623340837e-5
samp_4380,10175,4773271,67732412,samp_843,3.147181462929158e-5
samp_468,7739,4238051,67732412,samp_843,2.696013897626977e-5
samp_471,18163,4577490,67732412,samp_843,5.858192484171054e-5
samp_477,22396,4344744,67732412,samp_843,7.610439279646841e-5
samp_481,14945,3602070,67732412,samp_843,6.125580190532657e-5
samp_507,11158,3568765,67732412,samp_843,4.616064458543698e-5
samp_2059,3814,3786874,52959984,samp_846,1.9017437092306703e-5
samp_2073,369,4337595,52959984,samp_846,1.606310585382602e-6
samp_3937,555,4108029,52959984,samp_846,2.5510069224926917e-6
samp_4305,58,3905470,52959984,samp_846,2.804186164553829e-7
samp_4344,1027,4351921,52959984,samp_846,4.455963197933543e-6
samp_4380,1448,4773271,52959984,samp_846,5.728021306214913e-6
samp_468,52,4238051,52959984,samp_846,2.3168041357241085e-7
samp_471,739,4577490,52959984,samp_846,3.04838059900436e-6
samp_477,969,4344744,52959984,samp_846,4.211256939950004e-6
samp_481,1488,3602070,52959984,samp_846,7.800149698807813e-6
samp_507,692,3568765,52959984,samp_846,3.6613420060921247e-6
samp_2059,19220,3786874,61297726,samp_849,8.279958587516674e-5
samp_2073,2663,4337595,61297726,samp_849,1.0015619182890522e-5
samp_3937,5285,4108029,61297726,samp_849,2.0987810165155277e-5
samp_4305,4560,3905470,61297726,samp_849,1.9047903098382368e-5
samp_4344,7025,4351921,61297726,samp_849,2.633425047561859e-5
samp_4380,8757,4773271,61297726,samp_849,2.992918524261033e-5
samp_468,3897,4238051,61297726,samp_849,1.5000987999712476e-5
samp_471,9237,4577490,61297726,samp_849,3.2919950679689845e-5
samp_477,12357,4344744,61297726,samp_849,4.6398558800387776e-5
samp_481,7693,3602070,61297726,samp_849,3.484169066092478e-5
samp_507,5912,3568765,61297726,samp_849,2.7025398771165397e-5
samp_2059,4207,3786874,60830310,samp_852,1.826297931249312e-5
samp_2073,660,4337595,60830310,samp_852,2.5013525447600847e-6
samp_3937,552,4108029,60830310,samp_852,2.2089482788854194e-6
samp_4305,33,3905470,60830310,samp_852,1.3890587165422622e-7
samp_4344,1060,4351921,60830310,samp_852,4.004099237761179e-6
samp_4380,1101,4773271,60830310,samp_852,3.791850422659109e-6
samp_468,36,4238051,60830310,samp_852,1.396420746413252e-7
samp_471,1123,4577490,60830310,samp_852,4.033038077315171e-6
samp_477,1648,4344744,60830310,samp_852,6.235524436453334e-6
samp_481,1653,3602070,60830310,samp_852,7.54398255669042e-6
samp_507,727,3568765,60830310,samp_852,3.3488556667912433e-6
samp_2059,16029,3786874,73426098,samp_855,5.764678934507212e-5
samp_2073,5231,4337595,73426098,samp_855,1.642423955557496e-5
samp_3937,7409,4108029,73426098,samp_855,2.45626740097638e-5
samp_4305,2944,3905470,73426098,samp_855,1.0266302339580808e-5
samp_4344,10100,4351921,73426098,samp_855,3.160748358946866e-5
samp_4380,10221,4773271,73426098,samp_855,2.9162640675982108e-5
samp_468,2547,4238051,73426098,samp_855,8.184880003842132e-6
samp_471,13326,4577490,73426098,samp_855,3.9648061204767346e-5
samp_477,34725,4344744,73426098,samp_855,1.088497943008714e-4
samp_481,25981,3602070,73426098,samp_855,9.823206302097008e-5
samp_507,14866,3568765,73426098,samp_855,5.673169088403418e-5
samp_2059,4358,3786874,71091804,samp_858,1.6187762943706048e-5
samp_2073,437,4337595,71091804,samp_858,1.4171404762041286e-6
samp_3937,656,4108029,71091804,samp_858,2.246212313829271e-6
samp_4305,39,3905470,71091804,samp_858,1.4046617811643346e-7
samp_4344,1173,4351921,71091804,samp_858,3.791381391512452e-6
samp_4380,2150,4773271,71091804,samp_858,6.3358200385289336e-6
samp_468,48,4238051,71091804,samp_858,1.5931458033193157e-7
samp_471,789,4577490,71091804,samp_858,2.4245439672854956e-6
samp_477,1323,4344744,71091804,samp_858,4.283276566067995e-6
samp_481,1813,3602070,71091804,samp_858,7.079883654843808e-6
samp_507,882,3568765,71091804,samp_858,3.476410870569982e-6
samp_2059,17224,3786874,71296264,samp_861,6.379496282621454e-5
samp_2073,5564,4337595,71296264,samp_861,1.7991664697113795e-5
samp_3937,12910,4108029,71296264,samp_861,4.407841490411394e-5
samp_4305,3655,3905470,71296264,samp_861,1.3126450411165722e-5
samp_4344,18134,4351921,71296264,samp_861,5.844479442594635e-5
samp_4380,17400,4773271,71296264,samp_861,5.112889224273273e-5
samp_468,3482,4238051,71296264,samp_861,1.1523802729516786e-5
samp_471,9790,4577490,71296264,samp_861,2.9997738480237425e-5
samp_477,57545,4344744,71296264,samp_861,1.8577044837206444e-4
samp_481,43416,3602070,71296264,samp_861,1.6905611611074176e-4
samp_507,26435,3568765,71296264,samp_861,1.0389498645433212e-4
samp_2059,4905,3786874,71433338,samp_870,1.8132480198532635e-5
samp_2073,932,4337595,71433338,samp_870,3.00791782980314e-6
samp_3937,1095,4108029,71433338,samp_870,3.7314675886422377e-6
samp_4305,16,3905470,71433338,samp_870,5.7351625548126415e-8
samp_4344,2893,4351921,71433338,samp_870,9.306073662845868e-6
samp_4380,2453,4773271,71433338,samp_870,7.1941669439208905e-6
samp_468,31,4238051,71433338,samp_870,1.0239873003995052e-7
samp_471,1053,4577490,71433338,samp_870,3.220327363358544e-6
samp_477,2799,4344744,71433338,samp_870,9.018571684393344e-6
samp_481,1193,3602070,71433338,samp_870,4.63646889608134e-6
samp_507,1142,3568765,71433338,samp_870,4.479682231801861e-6
samp_2059,14502,3786874,72119480,samp_873,5.309999240312333e-5
samp_2073,5566,4337595,72119480,samp_873,1.779269014484128e-5
samp_3937,3837,4108029,72119480,samp_873,1.2951071819502087e-5
samp_4305,1621,3905470,72119480,samp_873,5.755156290047434e-6
samp_4344,4539,4351921,72119480,samp_873,1.4461941252357952e-5
samp_4380,6414,4773271,72119480,samp_873,1.8632034384404775e-5
samp_468,1487,4238051,72119480,samp_873,4.865104836850541e-6
samp_471,8219,4577490,72119480,samp_873,2.489653967850885e-5
samp_477,31723,4344744,72119480,samp_873,1.0124124387919948e-4
samp_481,23290,3602070,72119480,samp_873,8.965298490255009e-5
samp_507,3862,3568765,72119480,samp_873,1.5005198043696649e-5
samp_2059,5833,3786874,72971656,samp_876,2.110847794932063e-5
samp_2073,950,4337595,72971656,samp_876,3.0013759867545e-6
samp_3937,1231,4108029,72971656,samp_876,4.106486032875703e-6
samp_4305,665,3905470,72971656,samp_876,2.333426561025042e-6
samp_4344,3430,4351921,72971656,samp_876,1.0800874375707624e-5
samp_4380,1982,4773271,72971656,samp_876,5.690276317967497e-6
samp_468,524,4238051,72971656,samp_876,1.6943803500319485e-6
samp_471,830,4577490,72971656,samp_876,2.4848288800909392e-6
samp_477,2987,4344744,72971656,samp_876,9.421430056674092e-6
samp_481,1763,3602070,72971656,samp_876,6.7072726671545846e-6
samp_507,1304,3568765,72971656,samp_876,5.007321058107266e-6
samp_2059,13115,3786874,68573610,samp_879,5.050454078699675e-5
samp_2073,4995,4337595,68573610,samp_879,1.6793046084736176e-5
samp_3937,4200,4108029,68573610,samp_879,1.4909352282167476e-5
samp_4305,2403,3905470,68573610,samp_879,8.972706282769425e-6
samp_4344,5191,4351921,68573610,samp_879,1.7394542579568432e-5
samp_4380,5033,4773271,68573610,samp_879,1.537637015994307e-5
samp_468,1892,4238051,68573610,samp_879,6.510254108479035e-6
samp_471,6335,4577490,68573610,samp_879,2.018190706022149e-5
samp_477,23665,4344744,68573610,samp_879,7.94301355211971e-5
samp_481,16746,3602070,68573610,samp_879,6.779566505842127e-5
samp_507,6580,3568765,68573610,samp_879,2.6887531332537804e-5
samp_2059,7533,3786874,69583382,samp_882,2.858785555540829e-5
samp_2073,786,4337595,69583382,samp_882,2.6041620951096508e-6
samp_3937,1646,4108029,69583382,samp_882,5.758253721181789e-6
samp_4305,18,3905470,69583382,samp_882,6.623593416611086e-8
samp_4344,4639,4351921,69583382,samp_882,1.5319261734122284e-5
samp_4380,1621,4773271,69583382,samp_882,4.8804671031937316e-6
samp_468,15,4238051,69583382,samp_882,5.086505837386905e-8
samp_471,971,4577490,69583382,samp_882,3.0485006538917985e-6
samp_477,3751,4344744,69583382,samp_882,1.2407301586478349e-5
samp_481,1276,3602070,69583382,samp_882,5.0908815557389684e-06
samp_507,1580,3568765,69583382,samp_882,6.3625850806495785e-6
samp_2059,14353,3786874,73200254,samp_885,5.177847337693513e-5
samp_2073,4302,4337595,73200254,samp_885,1.3549049155947308e-5
samp_3937,4773,4108029,73200254,samp_885,1.5872500358704752e-5
samp_4305,1155,3905470,73200254,samp_885,4.040136980592142e-6
samp_4344,5423,4351921,73200254,samp_885,1.7023388610359695e-5
samp_4380,6168,4773271,73200254,samp_885,1.7652884719393123e-5
samp_468,921,4238051,73200254,samp_885,2.9687994680874668e-6
samp_471,7926,4577490,73200254,samp_885,2.3654516515549265e-5
samp_477,13482,4344744,73200254,samp_885,4.239137881895846e-5
samp_481,7721,3602070,73200254,samp_885,2.9282544779636033e-5
samp_507,3185,3568765,73200254,samp_885,1.2192110711051772e-5
samp_2059,3528,3786874,68553888,samp_888,1.3589880275240783e-5
samp_2073,750,4337595,68553888,samp_888,2.5222037853611404e-6
samp_3937,1474,4108029,68553888,samp_888,5.233977991491907e-6
samp_4305,27,3905470,68553888,samp_888,1.0084592815233201e-7
samp_4344,4296,4351921,68553888,samp_888,1.4399624894492902e-5
samp_4380,2771,4773271,68553888,samp_888,8.468146119532543e-6
samp_468,31,4238051,68553888,samp_888,1.066997555808146e-7
samp_471,619,4577490,68553888,samp_888,1.9725642332536073e-6
samp_477,3274,4344744,68553888,samp_888,1.0992143574508198e-5
samp_481,1527,3602070,68553888,samp_888,6.183790932366167e-6
samp_507,1482,3568765,68553888,samp_888,6.057566102572286e-6
samp_2059,11385,3786874,60788176,samp_891,4.945760339374065e-5
samp_2073,2839,4337595,60788176,samp_891,1.076706365699111e-5
samp_3937,2259,4108029,60788176,samp_891,9.046146524669086e-6
samp_4305,1270,3905470,60788176,samp_891,5.349476729280493e-6
samp_4344,3483,4351921,60788176,samp_891,1.3165985097801592e-5
samp_4380,3446,4773271,60788176,samp_891,1.1876270178403577e-5
samp_468,993,4238051,60788176,samp_891,3.854463679219744e-6
samp_471,5015,4577490,60788176,samp_891,1.802288953817089e-5
samp_477,9316,4344744,60788176,samp_891,3.527330677732729e-5
samp_481,5567,3602070,60788176,samp_891,2.5424355984275463e-5
samp_507,2473,3568765,60788176,samp_891,1.1399532816822796e-5
samp_2059,4526,3786874,77251886,samp_894,1.5471221485815858e-5
samp_2073,493,4337595,77251886,samp_894,1.4712579707841793e-6
samp_3937,1445,4108029,77251886,samp_894,4.553289411704755e-6
samp_4305,52,3905470,77251886,samp_894,1.7235383316134745e-7
samp_4344,4018,4351921,77251886,samp_894,1.195142907197203e-5
samp_4380,3197,4773271,77251886,samp_894,8.669967179154353e-6
samp_468,41,4238051,77251886,samp_894,1.2523005956431097e-7
samp_471,921,4577490,77251886,samp_894,2.604492643254577e-6
samp_477,3121,4344744,77251886,samp_894,9.298662511665457e-6
samp_481,962,3602070,77251886,samp_894,3.4571150501622628e-6
samp_507,1456,3568765,77251886,samp_894,5.281220896950664e-6
samp_2059,19249,3786874,60854868,samp_897,8.352798266343266e-5
samp_2073,4916,4337595,60854868,samp_897,1.8623767869168614e-5
samp_3937,7693,4108029,60854868,samp_897,3.077279239507481e-5
samp_4305,6031,3905470,60854868,samp_897,2.5375855793701648e-5
samp_4344,9981,4351921,60854868,samp_897,3.768753456511112e-5
samp_4380,11593,4773271,60854868,samp_897,3.991024733325915e-5
samp_468,4527,4238051,60854868,samp_897,1.7552904546625174e-5
samp_471,13455,4577490,60854868,samp_897,4.830153950507946e-5
samp_477,8181,4344744,60854868,samp_897,3.0941892702563225e-5
samp_481,2100,3602070,60854868,samp_897,9.58013924901483e-6
samp_507,8800,3568765,60854868,samp_897,4.051999624324486e-5
samp_2059,4997,3786874,75772846,samp_900,1.7414655788982762e-5
samp_2073,347,4337595,75772846,samp_900,1.0557640645699352e-6
samp_3937,1001,4108029,75772846,samp_900,3.2157847933907757e-6
samp_4305,60,3905470,75772846,samp_900,2.0275162552767e-7
samp_4344,2643,4351921,75772846,samp_900,8.014982170247955e-6
samp_4380,1861,4773271,75772846,samp_900,5.1453708493159496e-6
samp_468,34,4238051,75772846,samp_900,1.058763933872932e-7
samp_471,812,4577490,75772846,samp_900,2.3410733737304145e-6
samp_477,2033,4344744,75772846,samp_900,6.1753217021165265e-6
samp_481,1428,3602070,75772846,samp_900,5.23193644337819e-6
samp_507,1124,3568765,75772846,samp_900,4.156566764820573e-6
samp_2059,24012,3786874,75003848,samp_903,8.454032917396714e-5
samp_2073,7178,4337595,75003848,samp_903,2.2063322308455504e-5
samp_3937,8683,4108029,75003848,samp_903,2.818076349856688e-5
samp_4305,6518,3905470,75003848,samp_903,2.225140841026765e-5
samp_4344,12118,4351921,75003848,samp_903,3.712499467924105e-5
samp_4380,11036,4773271,75003848,samp_903,3.0825636643931194e-5
samp_468,5491,4238051,75003848,samp_903,1.7274350212859503e-5
samp_471,26713,4577490,75003848,samp_903,7.780575385295824e-5
samp_477,7337,4344744,75003848,samp_903,2.251493937594299e-5
samp_481,2147,3602070,75003848,samp_903,7.946874436969423e-6
samp_507,13357,3568765,75003848,samp_903,4.990079100944687e-5
samp_2059,3503,3786874,58046610,samp_906,1.593611373886147e-5
samp_2073,287,4337595,58046610,samp_906,1.1398718686897623e-6
samp_3937,947,4108029,58046610,samp_906,3.971363288038676e-6
samp_4305,90,3905470,58046610,samp_906,3.9700167754907155e-7
samp_4344,2481,4351921,58046610,samp_906,9.82129825057128e-6
samp_4380,1095,4773271,58046610,samp_906,3.952038491636825e-6
samp_468,67,4238051,58046610,samp_906,2.723527486478451e-7
samp_471,732,4577490,58046610,samp_906,2.7549061935302803e-6
samp_477,1837,4344744,58046610,samp_906,7.283969233608549e-6
samp_481,1260,3602070,58046610,samp_906,6.0261721684048375e-6
samp_507,942,3568765,58046610,samp_906,4.547326002766762e-6
samp_2059,28761,3786874,50861328,samp_909,1.493259998736767e-4
samp_2073,3895,4337595,50861328,samp_909,1.765512378543578e-5
samp_3937,4789,4108029,50861328,samp_909,2.292047643182136e-5
samp_4305,10576,3905470,50861328,samp_909,5.324274530911979e-5
samp_4344,5831,4351921,50861328,samp_909,2.6343552650723112e-5
samp_4380,6170,4773271,50861328,samp_909,2.541448868927056e-5
samp_468,6975,4238051,50861328,samp_909,3.2358645768859425e-5
samp_471,8256,4577490,50861328,samp_909,3.5461294440004535e-5
samp_477,8469,4344744,50861328,samp_909,3.832483071629157e-5
samp_481,3090,3602070,50861328,samp_909,1.686625396981458e-5
samp_507,4508,3568765,50861328,samp_909,2.4835806119654527e-5
samp_2059,35221,3786874,64143096,samp_912,1.4500097049219916e-4
samp_2073,6569,4337595,64143096,samp_912,2.361023686223017e-5
samp_3937,9795,4108029,64143096,samp_912,3.717243590875345e-5
samp_4305,15156,3905470,64143096,samp_912,6.0500835512407795e-5
samp_4344,12435,4351921,64143096,samp_912,4.454663138977279e-5
samp_4380,13294,4773271,64143096,samp_912,4.341998452167294e-5
samp_468,11250,4238051,64143096,samp_912,4.1384377368702654e-5
samp_471,25232,4577490,64143096,samp_912,8.593584536375642e-5
samp_477,5706,4344744,64143096,samp_912,2.0474705179298216e-5
samp_481,2197,3602070,64143096,samp_912,9.508849864569884e-6
samp_507,17500,3568765,64143096,samp_912,7.64487131631533e-5
samp_2059,3527,3786874,56595804,samp_915,1.6456609756334383e-5
samp_2073,383,4337595,56595804,samp_915,1.560147072318352e-6
samp_3937,924,4108029,56595804,samp_915,3.974241339958555e-6
samp_4305,47,3905470,56595804,samp_915,2.1263772539739785e-7
samp_4344,2074,4351921,56595804,samp_915,8.420609255641291e-6
samp_4380,1156,4773271,56595804,samp_915,4.279149979405881e-6
samp_468,36,4238051,56595804,samp_915,1.500901142684527e-7
samp_471,2416,4577490,56595804,samp_915,9.325782702232498e-6
samp_477,2065,4344744,56595804,samp_915,8.39791800453682e-6
samp_481,1056,3602070,56595804,samp_915,5.1799734763776245e-6
samp_507,1078,3568765,56595804,samp_915,5.337238080159393e-6
samp_2059,12942,3786874,56108058,samp_918,6.091094018624987e-5
samp_2073,10061,4337595,56108058,samp_918,4.1339661113036343e-5
samp_3937,7358,4108029,56108058,samp_918,3.1922805031567175e-5
samp_4305,1532,3905470,56108058,samp_918,6.991336761988852e-6
