mag,mag_cover_length,mag_cover_percent,id_ref_mag_percent,sample_id
samp_3937,840011,20.448029943313447,97.61217601746151,samp_1003
samp_4305,1358672,34.788949857507546,99.48557955392656,samp_1003
samp_4344,1005964,23.115401221667398,97.89134545580342,samp_1003
samp_4380,993987,20.824021933805977,96.99209284355302,samp_1003
samp_468,3661294,86.39098491264026,99.85771572759074,samp_1003
samp_471,91881,2.0072354063034545,95.74414691364387,samp_1003
samp_477,34671,0.7979986853080412,94.53604775034465,samp_1003
samp_481,20893,0.580027595243846,96.01310668307774,samp_1003
samp_507,1421265,39.82512157567113,98.72599200454304,samp_1003
samp_2059,286259,7.559242794980768,99.60609682704202,samp_1004
samp_2073,30008,0.6918119372601638,97.11023299692066,samp_1004
samp_3937,120734,2.9389763314718564,97.30634631520783,samp_1004
samp_4305,332593,8.51608129111221,99.50934329951949,samp_1004
samp_4344,133668,3.0714711962832046,97.27888694533245,samp_1004
samp_4380,157770,3.305280592700478,96.49775171385747,samp_1004
samp_468,259069,6.1129278529210715,99.33711903854717,samp_1004
samp_471,33794,0.7382648569412495,96.74790346076617,samp_1004
samp_477,13752,0.31652037496340407,94.72903609434698,samp_1004
samp_481,6760,0.18766986760390553,97.13876967095851,samp_1004
samp_507,151507,4.245362191122139,97.43934601927057,samp_1004
samp_2059,833027,21.99774801062829,99.31277134923985,samp_1286
samp_2073,102130,2.354530563595725,96.55040652669562,samp_1286
samp_3937,1154577,28.105376081814416,97.67572598562745,samp_1286
samp_4305,1322544,33.863888341223976,99.40209344147227,samp_1286
samp_4344,1386889,31.868432354355697,97.77224710460057,samp_1286
samp_4380,1464089,30.67265613035589,97.140141950619,samp_1286
samp_468,716939,16.916714782337447,98.91523379943835,samp_1286
samp_471,127679,2.7892797144286496,96.22491271769535,samp_1286
samp_477,84249,1.939101590335357,95.03322314601489,samp_1286
samp_481,58381,1.6207625060034925,96.98251385380564,samp_1286
samp_507,1619145,45.36989686908496,98.35506029483439,samp_1286
samp_2059,4219,0.11141115336818705,98.88701042547197,samp_1287
samp_2073,3854,0.08885107991871072,97.43369734789391,samp_1287
samp_3937,8880,0.21616205727856352,94.8093083387201,samp_1287
samp_4305,6238,0.15972469382686336,98.84551413755993,samp_1287
samp_4344,9871,0.22681937470831848,95.30053149914022,samp_1287
samp_4380,9967,0.2088085926820413,96.86551383062178,samp_1287
samp_468,18145,0.4281449185014527,99.62894248608535,samp_1287
samp_471,3732,0.08152939711501281,98.17335243553008,samp_1287
samp_477,6191,0.1424940111546273,94.46174523044647,samp_1287
samp_481,1674,0.046473277865227494,99.42489521395848,samp_1287
samp_507,11093,0.310835821355567,94.51944317823205,samp_1287
samp_2059,1004557,26.527341548728582,99.32085595963369,samp_1288
samp_2073,115436,2.661290415541331,96.9013243245835,samp_1288
samp_3937,1244123,30.28515621481737,97.39531596076675,samp_1288
samp_4305,921985,23.607529951580734,98.985826775245,samp_1288
samp_4344,1645833,37.81854036412885,97.71531369701012,samp_1288
samp_4380,1624563,34.03458550750628,96.8569114205684,samp_1288
samp_468,2364996,55.803858896459715,99.61332708798533,samp_1288
samp_471,144621,3.159395214407896,95.8349575599941,samp_1288
samp_477,53895,1.2404643403615956,94.49634478116924,samp_1288
samp_481,37804,1.049507644215687,95.38267099986696,samp_1288
samp_507,2023454,56.69899811279252,98.4737557048756,samp_1288
samp_2059,17929,0.47345118955634646,99.24431768061396,samp_1289
samp_2073,6438,0.14842326219944463,96.18729562373896,samp_1289
samp_3937,21697,0.5281608284654271,95.67408236863339,samp_1289
samp_4305,18502,0.47374579756085694,98.77329089582919,samp_1289
samp_4344,19674,0.4520762210527259,95.692134757166,samp_1289
samp_4380,28161,0.5899727880524697,96.37219606757131,samp_1289
samp_468,32299,0.7621191911093095,99.4048378183055,samp_1289
samp_471,5761,0.12585499913708167,97.02696848261671,samp_1289
samp_477,7837,0.18037886697121858,94.48737643209775,samp_1289
samp_481,1599,0.04439114176015458,98.2750752943324,samp_1289
samp_507,23692,0.6638711150776249,95.34903515278268,samp_1289
samp_2059,789691,20.853374049413844,99.24096106173512,samp_1290
samp_2073,114511,2.639965234190836,96.90649722793248,samp_1290
samp_3937,1283325,31.23943380146537,97.53280608101183,samp_1290
samp_4305,709155,18.15799378819963,98.72547375482141,samp_1290
samp_4344,1699152,39.043723449943144,97.88304221115706,samp_1290
samp_4380,1613404,33.800804521679154,96.86912845489492,samp_1290
samp_468,993557,23.443724485618507,99.06769920042957,samp_1290
samp_471,131764,2.87852076137796,95.65326302126115,samp_1290
samp_477,87292,2.0091402393328583,94.8584313793114,samp_1290
samp_481,58828,1.6331720371897271,96.42109370895965,samp_1290
samp_507,2105996,59.011899074329634,98.61170360893205,samp_1290
samp_2059,16386,0.4327051811071612,99.13311824940384,samp_1291
samp_2073,6204,0.14302856767402214,97.87176724137932,samp_1291
samp_3937,20932,0.5095387593417671,94.98590502829921,samp_1291
samp_4305,18088,0.4631452808496801,98.90172826196813,samp_1291
samp_4344,25186,0.5787329319626896,95.55983912170589,samp_1291
samp_4380,28327,0.5934504870978413,97.13591650671785,samp_1291
samp_468,21400,0.5049490909854553,99.40854262572111,samp_1291
samp_471,6335,0.1383946223803875,98.1639923271321,samp_1291
samp_477,8337,0.19188702487419282,94.51347018436552,samp_1291
samp_481,4318,0.11987551602273137,99.00483565771954,samp_1291
samp_507,27606,0.7735449097937241,95.48276534392349,samp_1291
samp_2059,589640,15.570626326621905,99.41789412123579,samp_1292
samp_2073,74197,1.710556195310996,96.56279871713554,samp_1292
samp_3937,720175,17.530913243309627,97.52004457497947,samp_1292
samp_4305,539530,13.81472652459243,99.08292912034075,samp_1292
samp_4344,976414,22.436390734114887,97.95384905680935,samp_1292
samp_4380,866729,18.157967565637904,96.88586312389445,samp_1292
samp_468,1102978,26.025595255932505,99.51547436160611,samp_1292
samp_471,82022,1.791855361781238,95.97170355884882,samp_1292
samp_477,61989,1.4267584004949427,94.86253193804752,samp_1292
samp_481,53306,1.4798712962268918,97.44268490024226,samp_1292
samp_507,1350571,37.8442122134688,98.75145633931601,samp_1292
samp_2059,7078,0.18690878017066317,98.33219489981785,samp_1293
samp_2073,3054,0.0704076798317962,97.401424701515,samp_1293
samp_3937,8060,0.1962011465839214,95.99379546427043,samp_1293
samp_4305,7355,0.1883256048567778,98.4965599252527,samp_1293
samp_4344,8248,0.18952549919908931,94.96995777849952,samp_1293
samp_4380,12138,0.2542910301971122,96.94827847717275,samp_1293
samp_468,21996,0.5190121591269194,99.36274983103215,samp_1293
samp_471,3636,0.0794321778966202,98.01797262114722,samp_1293
samp_477,7518,0.17303666222912098,94.73473953339725,samp_1293
samp_481,419,0.011632200373674026,99.46457990115321,samp_1293
samp_507,8624,0.24165222422882987,93.54540300199933,samp_1293
samp_2059,646431,17.070306537793442,99.20229711390421,samp_1294
samp_2073,91193,2.102386230157495,96.81167745482006,samp_1294
samp_3937,791890,19.276640939000185,96.8193254444591,samp_1294
samp_4305,922175,23.61239492301823,99.15558916319617,samp_1294
samp_4344,1011504,23.24270132660956,97.0213754336564,samp_1294
samp_4380,1197047,25.078127766053925,96.4299068548124,samp_1294
samp_468,2905191,68.5501661022956,99.71987081382339,samp_1294
samp_471,108266,2.3651826656093187,95.7603451555448,samp_1294
samp_477,60650,1.3959395536307777,94.84564216271534,samp_1294
samp_481,41866,1.1622761356664362,96.17671581534141,samp_1294
samp_507,1069696,29.973842491730334,97.33367667250535,samp_1294
samp_2059,13263,0.3502361050301647,98.91754218401783,samp_1295
samp_2073,4467,0.10298333523530896,97.46665287974356,samp_1295
samp_3937,17186,0.41835147707087755,96.7155299313052,samp_1295
samp_4305,15072,0.3859202605576281,98.78573115993386,samp_1295
samp_4344,18038,0.4144836268856903,96.02347520842474,samp_1295
samp_4380,21639,0.4533369255590139,97.18270376340318,samp_1295
samp_468,46368,1.0940878248043735,99.67336889618383,samp_1295
samp_471,4204,0.09184072493877649,97.23647559008943,samp_1295
samp_477,4897,0.1127108985017299,94.08555125161398,samp_1295
samp_481,508,0.01410300188502722,99.6031268791341,samp_1295
samp_507,16115,0.45155677103984154,95.1344150597279,samp_1295
samp_2059,1087641,28.721341137835587,99.41698535922121,samp_1296
samp_2073,118647,2.7353176126401846,97.02826585179525,samp_1296
samp_3937,1981552,48.23607623023109,98.75288908880717,samp_1296
samp_4305,1291450,33.06772296292124,99.40526261699674,samp_1296
samp_4344,2203120,50.62408072205354,98.75091614612205,samp_1296
samp_4380,2080742,43.59153293412421,98.1070845329373,samp_1296
samp_468,3569695,84.22963763295911,99.81474839257045,samp_1296
samp_471,137162,2.9964456503454953,96.56097011266709,samp_1296
samp_477,52215,1.201796929807602,94.77637723684754,samp_1296
samp_481,35010,0.9719411338480373,96.84175645874515,samp_1296
samp_507,2725123,76.3603935815331,99.2308384452813,samp_1296
samp_2059,6414,0.1693745289650514,98.6040986040986,samp_1297
samp_2073,2329,0.05369334850302991,98.04818542238488,samp_1297
samp_3937,7962,0.19381557433017146,96.01760526036696,samp_1297
samp_4305,9859,0.25244080738041774,99.0425974746774,samp_1297
samp_4344,9420,0.21645613511826156,95.35022577154159,samp_1297
samp_4380,8591,0.17998140059510553,97.57671185529398,samp_1297
samp_468,23603,0.5569305324546591,99.63207575620496,samp_1297
samp_471,1775,0.03877670950673841,98.34486501153168,samp_1297
samp_477,3965,0.09125969217058588,94.3408232252933,samp_1297
samp_481,65,0.001804517957729861,99.900149775337,samp_1297
samp_507,12566,0.35211060408852923,94.79892031664663,samp_1297
samp_2059,267106,7.053469431515282,98.99743671755691,samp_1298
samp_2073,67932,1.5661213183803466,97.26306605257888,samp_1298
samp_3937,949383,23.110425948794422,98.00320300659868,samp_1298
samp_4305,417939,10.701375250610042,98.74233860260448,samp_1298
samp_4344,1103133,25.348185318621365,98.16266695623847,samp_1298
samp_4380,1030470,21.58834057400051,97.16944767313798,samp_1298
samp_468,445617,10.51466818119933,98.92742905561856,samp_1298
samp_471,68942,1.5061092432752448,95.2624578961583,samp_1298
samp_477,32924,0.757789181595049,94.49596704377704,samp_1298
samp_481,20111,0.5583178561216189,95.61786797631085,samp_1298
samp_507,1484684,41.60217890502737,98.90318158855258,samp_1298
samp_2059,8267,0.21830670891083254,99.2010258433616,samp_1299
samp_2073,2160,0.04979718023466922,98.0392156862745,samp_1299
samp_3937,13038,0.31737848004480984,96.41667623751005,samp_1299
samp_4305,13891,0.3556806223066622,99.42603314034737,samp_1299
samp_4344,11965,0.2749360569734607,96.45317598971553,samp_1299
samp_4380,9602,0.20116184478107363,97.46187115866151,samp_1299
samp_468,35314,0.8332603831336622,99.82873607221293,samp_1299
samp_471,2874,0.06278550035062884,98.64067112008699,samp_1299
samp_477,4975,0.1145061711345939,94.51610604332953,samp_1299
samp_481,895,0.024846824187203468,99.11327865218355,samp_1299
samp_507,17001,0.4763832866551875,95.4454146681425,samp_1299
samp_2059,311534,8.226679842001609,99.28348891583461,samp_1300
samp_2073,42978,0.9908255611692655,97.09204535835084,samp_1300
samp_3937,494478,12.036867315201524,97.8236777174472,samp_1300
samp_4305,342231,8.762863368557433,99.04810593820486,samp_1300
samp_4344,679798,15.62064201073503,98.39786741343099,samp_1300
samp_4380,536338,11.236278015641684,97.11786466426358,samp_1300
samp_468,1928403,45.50211878054323,99.776771450842,samp_1300
samp_471,44131,0.964087305488379,95.7582701967943,samp_1300
samp_477,18435,0.42430578188266094,94.57387134285491,samp_1300
samp_481,12197,0.33861085431432486,96.04470769002008,samp_1300
samp_507,1114001,31.215308376987554,99.15950441786828,samp_1300
samp_2059,6440,0.17006111109057231,98.92031715683518,samp_1301
samp_2073,9566,0.2205369565392804,98.76207360312996,samp_1301
samp_3937,7443,0.1811817784149041,95.43727709722437,samp_1301
samp_4305,11858,0.30362542792544817,98.46903639349472,samp_1301
samp_4344,9672,0.22224668140804946,94.82641031470234,samp_1301
samp_4380,13025,0.27287367509617616,96.74052747930698,samp_1301
samp_468,26586,0.627316660417725,99.62024335425869,samp_1301
samp_471,3514,0.07676696180657959,97.43340934452476,samp_1301
samp_477,6122,0.14090588536401685,94.38534012532119,samp_1301
samp_481,886,0.02459696785459472,99.19559228650138,samp_1301
samp_507,13877,0.38884600134780517,94.42714987493926,samp_1301
samp_2059,846123,22.343574145852223,99.39517167668845,samp_1302
samp_2073,89932,2.073314820770496,97.38966950946137,samp_1302
samp_3937,954693,23.239685016829238,97.67800178055039,samp_1302
samp_4305,1419064,36.33529383147227,99.44050678286891,samp_1302
samp_4344,1122512,25.793482923977713,97.81064292793667,samp_1302
samp_4380,1152703,24.149121221066224,96.92688179367404,samp_1302
samp_468,1908427,45.03077004028503,99.59543132624445,samp_1302
samp_471,95689,2.0904251019663613,95.63396390420202,samp_1302
samp_477,38495,0.8860130769499883,94.6568471859051,samp_1302
samp_481,25754,0.7149777766673052,95.14334810527268,samp_1302
samp_507,1399024,39.20190878357079,98.48259325772423,samp_1302
samp_2059,1667,0.044020477047823615,98.4755791796209,samp_1303
samp_2073,1078,0.02485248161711732,99.48096885813149,samp_1303
samp_3937,2650,0.06450782114731907,93.91687657430731,samp_1303
samp_4305,2059,0.05272092731476621,99.77375565610859,samp_1303
samp_4344,4567,0.10494216232325908,94.97615951452102,samp_1303
samp_4380,1770,0.03708148982113104,98.63710703252771,samp_1303
samp_468,3774,0.08905036772799572,99.64840858623242,samp_1303
samp_471,1024,0.022370338329521202,99.49016751638747,samp_1303
samp_477,2760,0.06352503162441792,94.07844142527557,samp_1303
samp_481,514,0.014269572773433053,99.72752043596729,samp_1303
samp_507,4569,0.12802748289674437,93.6177162268095,samp_1303
samp_2059,1092219,28.84223240593693,99.62429167501776,samp_1304
samp_2073,100225,2.31061221713876,97.1027411818075,samp_1304
samp_3937,443891,10.80544952336023,97.41425716282157,samp_1304
samp_4305,1024310,26.227573121800962,99.45971747738163,samp_1304
samp_4344,538749,12.3795675518926,97.44685937406618,samp_1304
samp_4380,522538,10.947168095002358,96.75666922883933,samp_1304
samp_468,961909,22.696966129006,99.48484724988666,samp_1304
samp_471,120722,2.63729685919576,97.23133716160788,samp_1304
samp_477,36232,0.8339271542811268,94.53779782129692,samp_1304
samp_481,22738,0.6312481434286397,97.09012501978161,samp_1304
samp_507,751044,21.0449273067854,98.33105433037062,samp_1304
samp_2059,11142,0.2942268477905523,99.17152221412965,samp_1305
samp_2073,2423,0.05586044801324236,97.2118327099626,samp_1305
samp_3937,9203,0.22402470868633106,95.10587486069097,samp_1305
samp_4305,10356,0.26516654845639576,99.14379402477532,samp_1305
samp_4344,7345,0.16877604166068272,94.42267108833283,samp_1305
samp_4380,9606,0.20124564475807052,97.24047306176085,samp_1305
samp_468,33983,0.8018544373345201,99.85399958873124,samp_1305
samp_471,2792,0.060994125601585146,97.65242067245678,samp_1305
samp_477,5569,0.12817786272332732,93.69875243756314,samp_1305
samp_481,375,0.010410680525364582,99.44109099038675,samp_1305
samp_507,7233,0.20267515513069648,93.94546745166814,samp_1305
samp_2059,13492,0.3562833091357146,99.0513068731849,samp_1306
samp_2073,3675,0.08472436914926358,97.70153510611526,samp_1306
samp_3937,12319,0.29987616932597116,95.91273636965639,samp_1306
samp_4305,18119,0.46393903934737685,99.18416226937615,samp_1306
samp_4344,14666,0.337000602722338,95.15612607584526,samp_1306
samp_4380,19149,0.40117143987843973,96.73014901480732,samp_1306
samp_468,42790,1.0096622244517586,99.7023100738271,samp_1306
samp_471,3899,0.08517768471367496,98.15244279529995,samp_1306
samp_477,5734,0.13197555483130882,94.06764787001981,samp_1306
samp_481,1587,0.044057999983342915,98.45939767418746,samp_1306
samp_507,17105,0.4792974600457021,94.98023937515218,samp_1306
samp_2059,846077,22.34235942363015,99.58933808348547,samp_1307
samp_2073,62117,1.4320608539985866,97.36609170908989,samp_1307
samp_3937,744479,18.122535162239608,98.13020823408026,samp_1307
samp_4305,998001,25.55392820838465,99.3838964381012,samp_1307
samp_4344,788994,18.12978682287661,98.22333061073313,samp_1307
samp_4380,770686,16.145867267959435,97.15991193932886,samp_1307
samp_468,851471,20.091098478994233,99.34096816044344,samp_1307
samp_471,62138,1.3574688311716683,95.54450820121076,samp_1307
samp_477,27442,0.6316137383468393,94.54879125303928,samp_1307
samp_481,13912,0.3862223665836588,95.72116811653765,samp_1307
samp_507,1073507,30.0806301339539,98.9078998795169,samp_1307
samp_2059,12866,0.33975252411355644,99.02870625245774,samp_1308
samp_2073,3089,0.07121457858559871,97.98200163621489,samp_1308
samp_3937,8643,0.21039286723633158,95.46269370194797,samp_1308
samp_4305,13644,0.3493561594379166,99.18695298675212,samp_1308
samp_4344,13673,0.31418309293757857,95.34282342898747,samp_1308
samp_4380,14507,0.30392156657353,97.36771977615255,samp_1308
samp_468,62909,1.4843851572338322,99.79706298852625,samp_1308
samp_471,2905,0.06346272738990145,98.36190154521658,samp_1308
samp_477,4964,0.11425299166072847,93.98998330550918,samp_1308
samp_481,314,0.008717209826571945,99.54310448479019,samp_1308
samp_507,13581,0.3805518155440327,94.95083017885398,samp_1308
samp_2059,401729,10.608459642438591,99.11428558468793,samp_1309
samp_2073,63171,1.4563600336130966,97.31965913594927,samp_1309
samp_3937,766076,18.648261733303244,97.60841354830572,samp_1309
samp_4305,628502,16.092864623207962,99.04817637248816,samp_1309
samp_4344,1061062,24.381462806884592,98.10206964414539,samp_1309
samp_4380,953524,19.976322316499523,97.04315357701262,samp_1309
samp_468,511194,12.062006804542937,98.81139795728745,samp_1309
samp_471,73613,1.6081520658701602,95.79131358405118,samp_1309
samp_477,32048,0.7376268889490382,94.62144586395291,samp_1309
samp_481,20985,0.582581682199402,95.85658750625457,samp_1309
samp_507,1508956,42.282302140936714,98.85396173893429,samp_1309
samp_2059,9489,0.2505760688103169,98.37874352623282,samp_1310
samp_2073,4052,0.09341582144022206,97.12725150100067,samp_1310
samp_3937,17963,0.4372656570827519,96.27973845911454,samp_1310
samp_4305,8838,0.22629798718208052,98.1742439827196,samp_1310
samp_4344,17327,0.398146014139503,95.81227579919536,samp_1310
samp_4380,24244,0.5079116605782492,96.80949755972948,samp_1310
samp_468,13562,0.3200055874740535,98.44424856765094,samp_1310
samp_471,4723,0.10317881633821156,96.76107549516793,samp_1310
samp_477,11210,0.2580129001846829,94.67408237846338,samp_1310
samp_481,5358,0.14874780334640916,99.05204224456038,samp_1310
samp_507,15723,0.44057257902944014,95.00674136408016,samp_1310
samp_2059,884968,23.369354248385342,99.37911679017037,samp_1311
samp_2073,100139,2.3086295516294166,96.78781645915844,samp_1311
samp_3937,1329819,32.371217437851584,98.19100034229452,samp_1311
samp_4305,1214537,31.09835691990977,99.3025412894007,samp_1311
samp_4344,1374877,31.592416314542476,98.08903013358542,samp_1311
samp_4380,1447989,30.335361222943348,97.20621905926753,samp_1311
samp_468,951839,22.459356907219853,99.12206836233351,samp_1311
samp_471,106468,2.325903497331507,95.66715353748488,samp_1311
samp_477,89647,2.063343663055867,94.99314613413269,samp_1311
samp_481,64652,1.7948568462023227,97.16775049990758,samp_1311
samp_507,1621989,45.44958830295634,98.65399460412614,samp_1311
samp_2059,6743,0.1780624335533741,98.60863565802335,samp_1312
samp_2073,4556,0.10503516349497821,97.042756592079,samp_1312
samp_3937,13216,0.3217114582199882,95.49626014535038,samp_1312
samp_4305,8695,0.2226364560475436,98.11152925076976,samp_1312
samp_4344,15803,0.363126996101262,95.04978376747461,samp_1312
samp_4380,23502,0.4923667648453231,96.49444834350088,samp_1312
samp_468,15848,0.3739454763522194,98.88790429774036,samp_1312
samp_471,4035,0.0881487452730645,97.64998188312023,samp_1312
samp_477,8210,0.18896395276683736,94.67043117571194,samp_1312
samp_481,3032,0.08417382227441444,98.88596734016053,samp_1312
samp_507,17926,0.5023026172919763,94.73545017273013,samp_1312
samp_2059,567151,14.976759195051114,99.06377130105871,samp_1313
samp_2073,102600,2.3653660611467875,96.50726255793273,samp_1313
samp_3937,1383948,33.68885662686412,98.12462099215949,samp_1313
samp_4305,767861,19.661167541934773,99.00176404260418,samp_1313
samp_4344,1573461,36.15555061776167,98.08019083615527,samp_1313
samp_4380,1612449,33.780797277171146,97.2525882058817,samp_1313
samp_468,1068193,25.204817025561987,99.23036908624644,samp_1313
samp_471,112985,2.4682740978134303,95.63825988224629,samp_1313
samp_477,235204,5.413529542822316,95.68305369783722,samp_1313
samp_481,189128,5.25053649706974,98.19933279796797,samp_1313
samp_507,1987405,55.68887276130538,98.72666160092113,samp_1313
samp_2059,11939,0.315273230638252,98.74257468672766,samp_1314
samp_2073,4476,0.10319082348628676,96.99762360169247,samp_1314
samp_3937,13984,0.34040655506570183,95.87820608969551,samp_1314
samp_4305,16923,0.43331532440397696,99.36119807090277,samp_1314
samp_4344,16535,0.3799471543715982,95.58421815245018,samp_1314
samp_4380,20460,0.4286368823391758,96.90011721366376,samp_1314
samp_468,20150,0.4754544010914451,99.36923823386705,samp_1314
samp_471,4895,0.1069363341044983,97.32018561484918,samp_1314
samp_477,5746,0.1322517506209802,94.56065142931,samp_1314
samp_481,746,0.020710313791791942,99.34917355371901,samp_1314
samp_507,20762,0.5817698839794718,94.89896736359,samp_1314
samp_2059,2135927,56.403434600675915,99.64403424014304,samp_1315
samp_2073,141566,3.2636979708801763,96.77429373617909,samp_1315
samp_3937,1129357,27.491456365084083,97.48754006719335,samp_1315
samp_4305,2131734,54.58328959126558,99.53816277814565,samp_1315
samp_4344,1327213,30.497175844874025,97.48202380373695,samp_1315
samp_4380,1424881,29.851248755832216,96.89198892522735,samp_1315
samp_468,2298479,54.23434026631582,99.5340706110159,samp_1315
samp_471,162223,3.5439290965135912,96.60543777310244,samp_1315
samp_477,64486,1.4842301410623961,94.73883840136608,samp_1315
samp_481,43918,1.2192433795012312,96.37180642219182,samp_1315
samp_507,1486917,41.664749570229475,97.95363670649152,samp_1315
samp_2059,15036,0.3970557245897276,98.90030906346581,samp_1316
samp_2073,4826,0.11125981102431187,96.69600541638457,samp_1316
samp_3937,16930,0.4121197781223064,95.97915115413254,samp_1316
samp_4305,18178,0.4654497410042837,99.17386265933985,samp_1316
samp_4344,16609,0.3816475528852661,96.2271950614562,samp_1316
samp_4380,20316,0.4256200831672872,96.61775350398105,samp_1316
samp_468,44664,1.0538806635408589,99.66983213742829,samp_1316
samp_471,3449,0.0753469696274596,97.53770892784345,samp_1316
samp_477,19309,0.44442204189706,96.04143103756176,samp_1316
samp_481,8853,0.24577534584280708,98.82358683979304,samp_1316
samp_507,20282,0.5683198529463274,95.12064157414304,samp_1316
samp_2059,1500382,39.62059471743712,99.42994069166059,samp_1317
samp_2073,142544,3.28624502748643,96.95168982596896,samp_1317
samp_3937,1653922,40.26071870476085,97.97737292524255,samp_1317
samp_4305,2019214,51.70220229575442,99.44254390758407,samp_1317
samp_4344,2015782,46.319361036195275,98.1332339497866,samp_1317
samp_4380,1984587,41.57708623708983,97.30106904540553,samp_1317
samp_468,3091492,72.94607827985081,99.64581059230272,samp_1317
samp_471,183289,4.00413763874962,96.23894993408506,samp_1317
samp_477,577779,13.298343930045132,96.9426699993859,samp_1317
samp_481,484197,13.442187408906545,98.62496996453835,samp_1317
samp_507,2464016,69.0439409711763,98.8013508194263,samp_1317
samp_2059,22755,0.6008913948549648,99.23787701427112,samp_1318
samp_2073,7648,0.17631890483090282,97.12696355763455,samp_1318
samp_3937,13419,0.32665300074561304,95.593756641243,samp_1318
samp_4305,31238,0.7998525145501053,98.82833409329712,samp_1318
samp_4344,16351,0.3757191364457213,95.26927853675059,samp_1318
samp_4380,19511,0.4087553377966598,95.82028248921458,samp_1318
samp_468,33348,0.7868711348683628,99.28273424173295,samp_1318
samp_471,7321,0.15993481143596164,96.4660207061322,samp_1318
samp_477,11476,0.2641352401890652,94.81327243417518,samp_1318
samp_481,2161,0.059993281640834305,98.65732139841244,samp_1318
samp_507,15532,0.4352205875141681,94.33264743835664,samp_1318
samp_2059,2203446,58.18640915963932,99.58654198636113,samp_1319
samp_2073,151822,3.500142359994421,97.08173279409749,samp_1319
samp_3937,1152870,28.063823307965936,97.639297028831,samp_1319
samp_4305,2868554,73.44964882587756,99.60481614642268,samp_1319
samp_4344,1176545,27.035072557613066,97.37050875217524,samp_1319
samp_4380,1335213,27.972704671492565,96.67319329063056,samp_1319
samp_468,2722590,64.24155820682668,99.53064629067872,samp_1319
samp_471,164232,3.587817777865162,96.02889579509561,samp_1319
samp_477,73125,1.6830680933099855,94.70947215952755,samp_1319
samp_481,55793,1.5489149294711098,95.93876101903327,samp_1319
samp_507,1202393,33.69213159174112,97.77329750103148,samp_1319
samp_2059,48539,1.2817696073331197,99.26048689843935,samp_1320
samp_2073,9469,0.21830069427874202,96.46061690651952,samp_1320
samp_3937,30348,0.7387484362939015,96.57883552911177,samp_1320
samp_4305,80938,2.07242662214791,99.32104053740282,samp_1320
samp_4344,33757,0.7756804408903561,96.10639737650305,samp_1320
samp_4380,39712,0.8319661716252859,95.995995995996,samp_1320
samp_468,61424,1.4493454656397482,99.28229406487456,samp_1320
samp_471,8541,0.18658697233636773,96.18780212464179,samp_1320
samp_477,8337,0.19188702487419282,94.32390546299884,samp_1320
samp_481,2932,0.08139764080098388,98.28607042692428,samp_1320
samp_507,38315,1.0736207063227756,95.7281072863759,samp_1320
samp_2059,1512404,39.93805972947608,99.46816591368754,samp_1321
samp_2073,147082,3.390865214479452,96.67136640339822,samp_1321
samp_3937,1298553,31.61012251860929,97.41066062657995,samp_1321
samp_4305,2427789,62.163811269834355,99.53053960778026,samp_1321
samp_4344,1644557,37.78921997894723,97.62396082885532,samp_1321
